دست,بازیکن,کارت‌های دست بازیکن,کارت‌های بازی‌شده,خال حکم,کارت بازی‌شده توسط بازیکن,برنده دست
7,1,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,شاه دل,3
7,2,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,شاه پیک,3
7,3,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,3 دل,3
8,0,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,10 گشنیز,0
8,1,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,7 خشت,0
8,2,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,9 خشت,0
8,3,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,6 گشنیز,0
9,0,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,2 پیک,2
9,1,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,5 دل,2
9,2,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,4 پیک,2
9,3,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,2 گشنیز,2
10,0,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,آس گشنیز,2
10,1,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,3 گشنیز,2
10,2,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,10 پیک,2
10,3,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,ملکه خشت,2
11,0,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,آس دل,2
11,1,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,8 دل,2
11,2,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,آس پیک,2
11,3,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,3 خشت,2
12,0,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,5 گشنیز,2
12,1,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,6 خشت,2
12,2,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,2 دل,2
12,3,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,7 گشنیز,2
13,0,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,9 پیک,0
13,1,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,3 پیک,0
13,2,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,سرباز خشت,0
13,3,,"5 پیک, 4 خشت, آس خشت, شاه خشت, 7 دل, 2 خشت, سرباز دل, 10 خشت, 5 خشت, شاه گشنیز, 4 گشنیز, ملکه گشنیز, 4 دل, 10 دل, 9 گشنیز, سرباز پیک, 8 گشنیز, 6 پیک, 9 دل, 7 پیک, سرباز گشنیز, ملکه دل, ملکه پیک, 6 دل, 8 خشت, شاه دل, شاه پیک, 3 دل, 10 گشنیز, 7 خشت, 9 خشت, 6 گشنیز, 2 پیک, 5 دل, 4 پیک, 2 گشنیز, آس گشنیز, 3 گشنیز, 10 پیک, ملکه خشت, آس دل, 8 دل, آس پیک, 3 خشت, 5 گشنیز, 6 خشت, 2 دل, 7 گشنیز, 9 پیک, 3 پیک, سرباز خشت, 8 پیک",پیک,8 پیک,0
1,0,,"6 گشنیز, 2 دل, آس دل, آس گشنیز, 5 پیک, 3 گشنیز, سرباز گشنیز, 8 پیک, 9 پیک, 9 دل, 2 گشنیز, 7 خشت, 4 خشت, 7 گشنیز, ملکه گشنیز, سرباز پیک, 8 خشت, شاه گشنیز, 10 خشت, 8 دل, 5 گشنیز, آس خشت, 10 پیک, ملکه خشت, سرباز دل, 4 دل, 5 خشت, 6 خشت, 3 دل, شاه دل, 10 دل, 5 دل, 8 گشنیز, 2 پیک, 2 خشت, سرباز خشت, آس پیک, ملکه پیک, 4 گشنیز, 3 پیک, شاه پیک, 7 پیک, 6 پیک, 6 دل, ملکه دل, 4 پیک, 10 گشنیز, 3 خشت, شاه خشت, 9 خشت, 9 گشنیز, 7 دل",خشت,6 گشنیز,0
1,1,,"6 گشنیز, 2 دل, آس دل, آس گشنیز, 5 پیک, 3 گشنیز, سرباز گشنیز, 8 پیک, 9 پیک, 9 دل, 2 گشنیز, 7 خشت, 4 خشت, 7 گشنیز, ملکه گشنیز, سرباز پیک, 8 خشت, شاه گشنیز, 10 خشت, 8 دل, 5 گشنیز, آس خشت, 10 پیک, ملکه خشت, سرباز دل, 4 دل, 5 خشت, 6 خشت, 3 دل, شاه دل, 10 دل, 5 دل, 8 گشنیز, 2 پیک, 2 خشت, سرباز خشت, آس پیک, ملکه پیک, 4 گشنیز, 3 پیک, شاه پیک, 7 پیک, 6 پیک, 6 دل, ملکه دل, 4 پیک, 10 گشنیز, 3 خشت, شاه خشت, 9 خشت, 9 گشنیز, 7 دل",خشت,2 دل,0
1,2,,"6 گشنیز, 2 دل, آس دل, آس گشنیز, 5 پیک, 3 گشنیز, سرباز گشنیز, 8 پیک, 9 پیک, 9 دل, 2 گشنیز, 7 خشت, 4 خشت, 7 گشنیز, ملکه گشنیز, سرباز پیک, 8 خشت, شاه گشنیز, 10 خشت, 8 دل, 5 گشنیز, آس خشت, 10 پیک, ملکه خشت, سرباز دل, 4 دل, 5 خشت, 6 خشت, 3 دل, شاه دل, 10 دل, 5 دل, 8 گشنیز, 2 پیک, 2 خشت, سرباز خشت, آس پیک, ملکه پیک, 4 گشنیز, 3 پیک, شاه پیک, 7 پیک, 6 پیک, 6 دل, ملکه دل, 4 پیک, 10 گشنیز, 3 خشت, شاه خشت, 9 خشت, 9 گشنیز, 7 دل",خشت,آس دل,0
1,3,,"6 گشنیز, 2 دل, آس دل, آس گشنیز, 5 پیک, 3 گشنیز, سرباز گشنیز, 8 پیک, 9 پیک, 9 دل, 2 گشنیز, 7 خشت, 4 خشت, 7 گشنیز, ملکه گشنیز, سرباز پیک, 8 خشت, شاه گشنیز, 10 خشت, 8 دل, 5 گشنیز, آس خشت, 10 پیک, ملکه خشت, سرباز دل, 4 دل, 5 خشت, 6 خشت, 3 دل, شاه دل, 10 دل, 5 دل, 8 گشنیز, 2 پیک, 2 خشت, سرباز خشت, آس پیک, ملکه پیک, 4 گشنیز, 3 پیک, شاه پیک, 7 پیک, 6 پیک, 6 دل, ملکه دل, 4 پیک, 10 گشنیز, 3 خشت, شاه خشت, 9 خشت, 9 گشنیز, 7 دل",خشت,آس گشنیز,0
2,0,,"6 گشنیز, 2 دل, آس دل, آس گشنیز, 5 پیک, 3 گشنیز, سرباز گشنیز, 8 پیک, 9 پیک, 9 دل, 2 گشنیز, 7 خشت, 4 خشت, 7 گشنیز, ملکه گشنیز, سرباز پیک, 8 خشت, شاه گشنیز, 10 خشت, 8 دل, 5 گشنیز, آس خشت, 10 پیک, ملکه خشت, سرباز دل, 4 دل, 5 خشت, 6 خشت, 3 دل, شاه دل, 10 دل, 5 دل, 8 گشنیز, 2 پیک, 2 خشت, سرباز خشت, آس پیک, ملکه پیک, 4 گشنیز, 3 پیک, شاه پیک, 7 پیک, 6 پیک, 6 دل, ملکه دل, 4 پیک, 10 گشنیز, 3 خشت, شاه خشت, 9 خشت, 9 گشنیز, 7 دل",خشت,5 پیک,1
2,1,,"6 گشنیز, 2 دل, آس دل, آس گشنیز, 5 پیک, 3 گشنیز, سرباز گشنیز, 8 پیک, 9 پیک, 9 دل, 2 گشنیز, 7 خشت, 4 خشت, 7 گشنیز, ملکه گشنیز, سرباز پیک, 8 خشت, شاه گشنیز, 10 خشت, 8 دل, 5 گشنیز, آس خشت, 10 پیک, ملکه خشت, سرباز دل, 4 دل, 5 خشت, 6 خشت, 3 دل, شاه دل, 10 دل, 5 دل, 8 گشنیز, 2 پیک, 2 خشت, سرباز خشت, آس پیک, ملکه پیک, 4 گشنیز, 3 پیک, شاه پیک, 7 پیک, 6 پیک, 6 دل, ملکه دل, 4 پیک, 10 گشنیز, 3 خشت, شاه خشت, 9 خشت, 9 گشنیز, 7 دل",خشت,3 گشنیز,1
